3.823797417510076124e-02,1.736439757397069059e-02,1.632154990097301958e-02,1.564305434274421494e-02,1.365675859602938705e-02,1.354853855449189223e-02,1.105235339576811880e-02,1.258677110070256094e-02,1.481257577947215666e-02,1.692778568225045480e-02,1.996948126979018745e-02,2.770466988137768038e-02,2.861588941607896494e-02,3.006379893733923669e-02,2.498899140956688941e-02,2.276522221747197955e-02,1.891917014565199992e-02,2.191879900858154442e-02,1.759338982487291397e-02,2.094753261697701249e-02,2.554535776731450825e-02,2.677886269217447449e-02,3.025038521585215676e-02,1.763647429282044418e-02,1.419660358693413671e-01,3.541841803332514416e-01
3.031413652417373067e-02,1.282273779076799347e-02,1.360788880769647248e-02,1.451635001826762431e-02,1.450264888564065970e-02,1.715762391913221510e-02,1.508989465351300366e-02,1.825713981244602227e-02,2.249954329557824276e-02,2.707077396175758613e-02,3.345131530873091119e-02,5.115393983680233819e-02,5.347057301181138561e-02,5.373393922786301458e-02,4.493514797223065876e-02,3.691199305809139686e-02,3.055733162830233038e-02,3.097788028254662082e-02,2.248888685909060728e-02,2.349820362927690365e-02,2.393397576421782066e-02,2.104760382413754793e-02,2.038347947874724272e-02,1.212474120082769613e-02,7.378136037023223792e-02,2.817108908780796561e-01
3.050231933592586347e-02,1.995468139647676303e-02,1.062774658202719595e-02,5.538940429685387107e-03,3.089904785155071255e-03,2.685546874998975646e-03,2.471923828124057178e-03,2.635955810545869294e-03,2.925872802733258705e-03,4.150390624998417065e-03,5.203247070310515476e-03,8.625030517574834230e-03,1.098251342773018564e-02,1.250076293944835625e-02,5.481719970701033791e-03,4.467010498045170634e-03,2.937316894530129369e-03,2.536773681639657458e-03,2.182006835936667766e-03,2.300262451170997664e-03,2.754211425780199191e-03,5.386352539060445220e-03,9.868621826168110650e-03,1.933288574218012396e-02,5.341835021970618991e-01,2.866744995116093930e-01
4.844598405162158644e-02,2.509426724024825875e-02,2.047271332266577260e-02,1.703368045536787084e-02,1.368612779686780891e-02,1.181881672481160071e-02,1.048776329250041862e-02,1.103172625449185852e-02,1.142469768905891164e-02,1.279952390945077872e-02,1.493275057052148753e-02,1.856605592424490428e-02,2.043123573695635950e-02,2.024417674369769979e-02,1.669644964981742419e-02,1.459142118930805386e-02,1.302920808960448748e-02,1.268312436062198935e-02,1.207686304855316861e-02,1.384482464653860948e-02,1.622412979041496991e-02,2.127095191878883643e-02,2.500639377803384744e-02,2.451358104031646848e-02,1.359176219080323045e-01,4.376759108674481702e-01
4.062839188800878437e-02,2.095401313909114188e-02,2.083404741501237653e-02,1.746358183375180603e-02,1.476149671521578832e-02,1.327620679805011430e-02,1.268209083118384400e-02,1.407026563838099410e-02,1.721222507853915201e-02,2.141673807482352698e-02,2.872322193657313866e-02,4.224507283630834359e-02,5.554413024846870106e-02,5.078548986001097526e-02,3.549842902025963920e-02,2.763781776633668363e-02,2.020565552698074668e-02,1.821193944586220470e-02,1.608111968008221412e-02,1.602970579833417480e-02,1.685804055983041588e-02,1.942302199370498500e-02,2.038846043986267467e-02,1.742930591258644302e-02,4.763210511279769577e-02,3.740074264493721823e-01
2.893516443455950576e-02,1.229897628054390721e-02,1.528108957694400936e-02,1.454452552127003667e-02,1.394541358146219982e-02,1.364062845497641778e-02,1.274868374658420268e-02,1.558587470342979141e-02,1.981850344526420518e-02,2.614279481984417911e-02,3.699105366010527196e-02,6.279918245871016214e-02,8.049763642121296470e-02,7.830886088051851324e-02,4.796929439254412481e-02,3.580179404891565415e-02,2.505214216134113783e-02,2.407354285816374825e-02,1.819148872593569222e-02,1.775970979674749983e-02,1.810035199693749153e-02,1.864418428145133907e-02,1.719794897538155093e-02,1.217198247784149860e-02,6.835553483812498166e-02,2.651436374610405267e-01
4.246033348136612172e-03,3.481771569300194484e-03,4.059106140740277764e-03,4.920666962735478767e-03,5.372037627679544271e-03,7.667245347006028562e-03,8.193306148814720122e-03,1.186442730832847937e-02,1.889337478299410802e-02,3.133473293229313561e-02,4.715006661552556544e-02,1.005866203722354246e-01,1.222560458637763914e-01,1.327877588921582142e-01,8.896806491985589926e-02,6.266018006378688832e-02,4.245992975089658145e-02,4.140498203399243377e-02,2.088618838063624125e-02,1.823569784811586089e-02,1.531713028382190173e-02,1.254592434090950198e-02,1.097581654487419719e-02,6.374500383543688087e-03,8.117001090071940261e-02,9.618838063708279318e-02
3.951334264498056886e-02,1.985468891664837754e-02,2.112279154106868478e-02,1.908892646228829010e-02,1.669362150504993120e-02,1.502732240436237959e-02,1.477002621969738909e-02,1.644857751965470363e-02,1.899703496776507933e-02,2.410007596362070958e-02,3.140851282803339140e-02,4.296846283905329106e-02,5.331544512236680716e-02,4.916194956991768589e-02,3.684236320417258459e-02,3.048959788280128716e-02,2.454728123696699876e-02,2.291773873408873077e-02,1.781469773823310052e-02,1.791884143202607249e-02,1.820064201523058714e-02,1.918081795681150087e-02,1.935847484622304007e-02,1.593398515032472262e-02,4.677277071231421279e-02,3.475520105856872433e-01
4.210237325358909960e-02,2.038923799644903195e-02,2.137758526019072763e-02,1.974254163869212236e-02,1.675309621132526836e-02,1.469708986638112481e-02,1.433103532425457176e-02,1.669818803000628488e-02,1.830882801536311971e-02,2.231102434261343984e-02,2.786895247390161132e-02,3.874077237506025340e-02,4.712342138975832845e-02,4.393874687325731443e-02,3.415288878040744630e-02,2.864986883043825830e-02,2.359831614909181988e-02,2.125556707948187546e-02,1.895552437312003277e-02,1.831492892439856232e-02,1.796717710937833709e-02,1.963882618508959801e-02,1.974254163869212236e-02,1.719236166187713272e-02,4.851442864983922937e-02,3.676346775667331812e-01
3.801768034815859731e-02,1.763719530988839754e-02,2.031267338206300607e-02,1.814886507945174393e-02,1.626246809768807852e-02,1.525762264661788964e-02,1.534392839088158551e-02,1.782213619045346087e-02,2.163808302611264223e-02,2.661915740933173610e-02,3.468257980196857992e-02,4.644481980590673548e-02,5.726386131896305659e-02,5.370683171609497153e-02,4.134045150231093618e-02,3.408460428814153592e-02,2.491770130813313402e-02,2.273539891746536451e-02,1.793926541481133743e-02,1.808105342324455370e-02,1.729197233283360710e-02,1.874067589725995214e-02,1.880848755346714238e-02,1.491239966956310094e-02,4.262887297024755412e-02,3.293612141983248143e-01
